Number: 1 371;No;Name;TypeNo;VolVehPrT(AP);SS,VolVehPrT(AP);VolVeh_nad 3,5 t (AP);SS,VolVeh_nad 3,5 t (AP);WKTPolyWGS84
178;1142;OBCHODNI CCM;80;12073;7958;433;247;LINESTRING(14.5877 50.1069,14.5873 50.1087)
179;1143;OBCHODNI CCM;72;19960;13103;529;306;LINESTRING(14.5877 50.1069,14.5880 50.1059)
180;1152;CESKOBRODSKA;74;25036;24024;1707;975;LINESTRING(14.5346 50.0920,14.5307 50.0927)
181;1153;;74;26949;25965;1889;1263;LINESTRING(14.5288 50.0930,14.5307 50.0927)
182;1154;CESKOBRODSKA;74;28020;27589;1698;1250;LINESTRING(14.5288 50.0930,14.5248 50.0935)
183;1901;MLADOBOLESL.;76;22625;19373;533;1009;LINESTRING(14.5201 50.1196,14.5181 50.1188)
184;2173;;94;27712;21831;4780;3448;LINESTRING(14.5893 50.1170,14.5897 50.1175,14.5903 50.1181,14.5908 50.1186,14.5921 50.1194,14.5934 50.1201)
185;2174;;99;11961;12894;2576;2523;LINESTRING(14.6245 50.1283,14.6247 50.1279,14.6247 50.1275,14.6244 50.1268,14.6240 50.1262,14.6234 50.1255,14.6230 50.1253)
186;2175;;99;11454;12329;2445;2288;LINESTRING(14.6245 50.1283,14.6236 50.1288,14.6229 50.1292,14.6214 50.1298,14.6206 50.1297)
187;2176;;74;13028;14650;2505;2300;LINESTRING(14.6206 50.1297,14.6230 50.1253)
188;2177;NACHODSKA;74;22336;24213;1199;541;LINESTRING(14.5928 50.1119,14.5906 50.1113)
189;2178;NACHODSKA;74;21849;24224;1085;594;LINESTRING(14.5943 50.1123,14.5949 50.1125,14.5976 50.1127)
190;2179;NACHODSKA;74;23430;18665;865;618;LINESTRING(14.6018 50.1135,14.5976 50.1127)
191;2180;NACHODSKA;74;15851;18339;682;625;LINESTRING(14.6130 50.1154,14.6018 50.1135)
192;2185;NACHODSKA;74;18268;20601;699;847;LINESTRING(14.6256 50.1175,14.6284 50.1179,14.6312 50.1180)
193;2187;NACHODSKA;75;13261;15905;705;737;LINESTRING(14.6312 50.1180,14.6373 50.1183)
194;2188;;81;12186;8323;470;198;LINESTRING(14.6017 50.1089,14.6006 50.1102,14.6003 50.1105,14.5976 50.1127)
195;2195;;81;10933;7402;385;151;LINESTRING(14.6017 50.1089,14.6023 50.1083,14.6026 50.1082,14.6030 50.1080,14.6040 50.1074,14.6049 50.1066)
196;2196;;81;9096;6386;235;91;LINESTRING(14.6080 50.1040,14.6090 50.1035,14.6100 50.1031,14.6107 50.1029,14.6116 50.1027)
197;2198;;81;4412;7598;185;100;LINESTRING(14.6116 50.1027,14.6129 50.1026,14.6137 50.1026,14.6153 50.1030,14.6157 50.1030,14.6161 50.1029,14.6165 50.1029,14.6172 50.1026,14.6177 50.1022,14.6181 50.1019,14.6183 50.1017,14.6187 50.1015,14.6231 50.0998)
198;2205;VE ZLIBKU;75;9895;9473;329;311;LINESTRING(14.6256 50.1175,14.6260 50.1161)
199;2206;VE ZLIBKU;75;11063;9929;397;266;LINESTRING(14.6260 50.1161,14.6258 50.1129,14.6257 50.1121,14.6255 50.1118,14.6242 50.1099)
200;2207;VE ZLIBKU;75;9873;9195;396;349;LINESTRING(14.6242 50.1099,14.6241 50.1096,14.6240 50.1090,14.6241 50.1085,14.6245 50.1070)
201;2208;VE ZLIBKU;75;10384;10067;462;482;LINESTRING(14.6255 50.0989,14.6254 50.1011)
202;2210;;81;4369;7548;185;100;LINESTRING(14.6255 50.0989,14.6231 50.0998)
203;2211;VE ZLIBKU;75;13160;11269;618;522;LINESTRING(14.6255 50.0989,14.6258 50.0963,14.6259 50.0955,14.6260 50.0951,14.6259 50.0948,14.6256 50.0945,14.6227 50.0913,14.6216 50.0899,14.6192 50.0887,14.6180 50.0878,14.6171 50.0868)
204;2213;;83;7927;7455;291;231;LINESTRING(14.6130 50.0890,14.6136 50.0886,14.6140 50.0881,14.6142 50.0878,14.6145 50.0875,14.6149 50.0874,14.6155 50.0873,14.6162 50.0871,14.6171 50.0868)
205;2215;DALNICE D11;16;67394;61576;11389;11910;LINESTRING(14.6584 50.1138,14.6439 50.1100)
206;2218;CESKOBRODSKA;75;14067;;984;;LINESTRING(14.6045 50.0805,14.5957 50.0814)
207;2220;CESKOBRODSKA;75;12674;23843;439;940;LINESTRING(14.6164 50.0810,14.6177 50.0809,14.6210 50.0804)
208;2221;DO PANENEK;81;988;5773;66;217;LINESTRING(14.6394 50.0660,14.6390 50.0662,14.6379 50.0670,14.6376 50.0671)
209;2222;STAROKOLIN.;74;12320;18250;388;699;LINESTRING(14.6240 50.0801,14.6262 50.0801)
210;2224;NOVOSIBRIN.;74;6983;21056;90;803;LINESTRING(14.6594 50.0764,14.6623 50.0759)
211;2226;NOVOSIBRIN.;74;2828;15167;68;606;LINESTRING(14.6647 50.0755,14.6746 50.0736,14.6805 50.0730)
212;2229;NOVOSIBRIN.;74;3175;15939;62;583;LINESTRING(14.6805 50.0730,14.6909 50.0722)
213;2231;STAROKLANOV.;75;11027;10561;261;450;LINESTRING(14.6594 50.0764,14.6612 50.0803,14.6623 50.0818,14.6656 50.0849,14.6662 50.0859,14.6664 50.0868,14.6664 50.0896)
214;2236;STAROKLANOV.;75;10956;10528;261;450;LINESTRING(14.6690 50.0953,14.6664 50.0896)
215;2238;SLAVETINSKA;75;7203;10128;173;350;LINESTRING(14.6756 50.1020,14.6737 50.1003,14.6719 50.0992,14.6690 50.0953)
216;2247;STAROUJEZD.;82;5817;5684;0;188;LINESTRING(14.6594 50.0764,14.6586 50.0759,14.6558 50.0741,14.6536 50.0727,14.6525 50.0719)
217;2248;STAROUJEZD.;83;8191;5757;1;186;LINESTRING(14.6525 50.0719,14.6517 50.0715,14.6511 50.0712,14.6510 50.0711,14.6508 50.0707,14.6501 50.0700,14.6485 50.0684)
218;2249;PODZAMECKA;81;2787;7630;141;194;LINESTRING(14.6426 50.0624,14.6405 50.0603)
219;2250;K BECHOVICUM;81;3930;11962;40;246;LINESTRING(14.6426 50.0624,14.6427 50.0638,14.6426 50.0642,14.6422 50.0647,14.6413 50.0652,14.6401 50.0657,14.6394 50.0660)
220;2252;K DUBCI;82;3514;10324;29;221;LINESTRING(14.6286 50.0624,14.6337 50.0638,14.6366 50.0630,14.6371 50.0633,14.6372 50.0638,14.6373 50.0643,14.6376 50.0646,14.6381 50.0648)
221;2253;KE KOL.ZAMKU;81;1000;10316;62;85;LINESTRING(14.6286 50.0624,14.6283 50.0624,14.6271 50.0625,14.6229 50.0628,14.6217 50.0629,14.6198 50.0628,14.6186 50.0626,14.6160 50.0627,14.6147 50.0628,14.6126 50.0630,14.6119 50.0629,14.6099 50.0629,14.6091 50.0627,14.6085 50.0627,14.6082 50.0626,14.6060 50.0622,14.6045 50.0619,14.6040 50.0618,14.6037 50.0619,14.6017 50.0619,14.6005 50.0618,14.5993 50.0617,14.5989 50.0617,14.5969 50.0617)
222;2254;KE KOL.ZAMKU;81;1000;10316;62;85;LINESTRING(14.5956 50.0629,14.5956 50.0629,14.5956 50.0628,14.5957 50.0627,14.5958 50.0626,14.5959 50.0624,14.5960 50.0623,14.5962 50.0621,14.5963 50.0619,14.5964 50.0618,14.5965 50.0618,14.5969 50.0617)
223;2256;V KRIZKACH;81;8197;17405;136;209;LINESTRING(14.5924 50.0637,14.5928 50.0637,14.5929 50.0637,14.5932 50.0637,14.5934 50.0636,14.5936 50.0636,14.5939 50.0635,14.5942 50.0634,14.5944 50.0634,14.5947 50.0632,14.5952 50.0630,14.5956 50.0629)
224;2257;DO RICAN;81;7587;9583;155;172;LINESTRING(14.5956 50.0629,14.5956 50.0630,14.5955 50.0632,14.5954 50.0634,14.5952 50.0636,14.5952 50.0637,14.5952 50.0638,14.5951 50.0640,14.5952 50.0641,14.5952 50.0642,14.5952 50.0643,14.5950 50.0646,14.5950 50.0648,14.5950 50.0650)
225;2258;DO RICAN;81;8036;10329;306;346;LINESTRING(14.6045 50.0805,14.6039 50.0786,14.6036 50.0782)
226;2261;DOLNOMECHOL.;81;9291;16209;141;208;LINESTRING(14.5924 50.0637,14.5921 50.0636,14.5918 50.0636,14.5916 50.0634,14.5914 50.0633,14.5909 50.0628,14.5904 50.0624)
227;2262;;81;6573;11993;147;304;LINESTRING(14.5904 50.0624,14.5860 50.0593)
228;2265;;81;6573;11993;147;304;LINESTRING(14.5798 50.0558,14.5799 50.0561,14.5800 50.0562,14.5801 50.0562,14.5803 50.0562,14.5806 50.0563,14.5811 50.0564,14.5814 50.0565,14.5816 50.0566,14.5820 50.0568,14.5821 50.0568,14.5826 50.0570,14.5829 50.0571,14.5860 50.0593)
229;2267;;81;177;3552;6;31;LINESTRING(14.5635 50.0550,14.5664 50.0557,14.5670 50.0559)
230;2271;;82;3889;1110;18;18;LINESTRING(14.5824 50.0886,14.5883 50.0867,14.5911 50.0851,14.5929 50.0849,14.5937 50.0845,14.5946 50.0845,14.5956 50.0850,14.6012 50.0859)
231;2273;;82;8599;5386;69;57;LINESTRING(14.5801 50.0886,14.5824 50.0886)
232;2275;;82;9749;6418;126;187;LINESTRING(14.5801 50.0886,14.5781 50.0887,14.5778 50.0886,14.5773 50.0886,14.5772 50.0886,14.5770 50.0885,14.5769 50.0884,14.5769 50.0884,14.5768 50.0883,14.5768 50.0882,14.5767 50.0878,14.5767 50.0875,14.5766 50.0873,14.5766 50.0872,14.5765 50.0871,14.5764 50.0869)
233;2276;;82;10960;7486;184;318;LINESTRING(14.5755 50.0858,14.5764 50.0869)
234;2277;;82;5465;4287;50;35;LINESTRING(14.6116 50.1027,14.6114 50.1022,14.6114 50.1020,14.6113 50.1016,14.6117 50.1014,14.6119 50.1011,14.6123 50.1008)
235;2278;;81;2316;1984;269;261;LINESTRING(14.5631 50.0876,14.5632 50.0879,14.5632 50.0882,14.5630 50.0886)
236;2281;NAROD.HRDINU;75;11931;12005;147;191;LINESTRING(14.5755 50.0858,14.5744 50.0847,14.5743 50.0835,14.5739 50.0824)
237;2283;NAROD.HRDINU;75;11291;7783;435;89;LINESTRING(14.5552 50.0725,14.5569 50.0731,14.5572 50.0733,14.5574 50.0734,14.5577 50.0735,14.5581 50.0736,14.5587 50.0738,14.5591 50.0738,14.5594 50.0739,14.5618 50.0747,14.5658 50.0767)
238;2288;USTREDNI;72;22322;21622;1239;852;LINESTRING(14.5426 50.0696,14.5453 50.0704)
239;2289;CERNOKOSTEL.;72;32641;30872;2040;2847;LINESTRING(14.5426 50.0696,14.5393 50.0712)
240;2290;KUTNOHORSKA;74;19200;20382;1153;2101;LINESTRING(14.5426 50.0696,14.5476 50.0669,14.5485 50.0664,14.5498 50.0655,14.5497 50.0655)
241;2291;KUTNOHORSKA;74;10509;19460;721;2044;LINESTRING(14.5592 50.0590,14.5546 50.0622)
242;2294;KUTNOHORSKA;74;11048;22333;695;2372;LINESTRING(14.5592 50.0590,14.5619 50.0569)
243;2296;KUTNOHORSKA;74;10257;22992;838;2292;LINESTRING(14.5670 50.0518,14.5667 50.0521,14.5662 50.0525,14.5654 50.0532,14.5643 50.0544,14.5635 50.0550)
244;2297;DOLNOMECHOL.;81;733;5490;15;61;LINESTRING(14.5592 50.0590,14.5607 50.0594,14.5615 50.0595,14.5624 50.0598,14.5627 50.0600,14.5630 50.0602,14.5632 50.0605,14.5634 50.0607,14.5636 50.0608,14.5638 50.0609,14.5642 50.0609,14.5655 50.0609)
245;2300;;81;1260;7592;9;30;LINESTRING(14.5924 50.0637,14.5828 50.0647,14.5824 50.0649,14.5816 50.0654,14.5807 50.0657,14.5799 50.0660,14.5795 50.0661,14.5792 50.0662,14.5785 50.0672,14.5775 50.0686,14.5771 50.0693,14.5768 50.0696,14.5767 50.0698,14.5763 50.0700,14.5759 50.0701,14.5746 50.0703,14.5737 50.0704,14.5731 50.0706,14.5727 50.0708,14.5722 50.0713,14.5718 50.0716,14.5716 50.0717,14.5712 50.0718,14.5699 50.0715,14.5682 50.0711,14.5668 50.0709,14.5658 50.0708,14.5648 50.0707,14.5638 50.0707,14.5629 50.0708,14.5621 50.0709,14.5612 50.0710,14.5607 50.0710,14.5596 50.0713)
246;2301;;81;1665;7772;10;29;LINESTRING(14.5552 50.0725,14.5553 50.0724,14.5555 50.0724,14.5557 50.0724,14.5558 50.0724,14.5559 50.0723,14.5563 50.0722,14.5568 50.0721,14.5571 50.0721,14.5578 50.0720,14.5581 50.0719,14.5583 50.0718,14.5585 50.0717,14.5588 50.0716,14.5591 50.0715,14.5593 50.0714,14.5596 50.0713)
247;2302;;75;15922;8303;988;1058;LINESTRING(14.5363 50.0622,14.5373 50.0621)
248;2303;;72;15642;7025;1258;967;LINESTRING(14.5427 50.0620,14.5373 50.0621)
249;2305;;81;3527;10628;451;945;LINESTRING(14.5400 50.0564,14.5370 50.0565)
250;2306;;81;3686;9357;545;617;LINESTRING(14.5592 50.0590,14.5574 50.0585)
251;2310;;75;17788;9969;953;1252;LINESTRING(14.5363 50.0622,14.5339 50.0622)
252;2312;;75;16135;14222;639;882;LINESTRING(14.5325 50.0623,14.5339 50.0622)
253;2313;;76;11129;10333;284;444;LINESTRING(14.5158 50.0686,14.5142 50.0688,14.5136 50.0690,14.5133 50.0690,14.5130 50.0689,14.5128 50.0690,14.5126 50.0692,14.5115 50.0696)
254;2315;;75;13086;12403;284;446;LINESTRING(14.5085 50.0705,14.5091 50.0703,14.5098 50.0702,14.5115 50.0696)
255;2316;;75;369;219;205;176;LINESTRING(14.5426 50.0696,14.5421 50.0690)
256;2357;U PLYNARNY;75;16520;17566;400;296;LINESTRING(14.4531 50.0548,14.4545 50.0553)
257;2360;U PLYNARNY;75;18752;15348;432;422;LINESTRING(14.4712 50.0570,14.4693 50.0569)
258;2397;PRUBEZNA;73;7361;5893;112;78;LINESTRING(14.4938 50.0676,14.4972 50.0665,14.4984 50.0662,14.4993 50.0659,14.5006 50.0657,14.5016 50.0655)
259;2398;PRUBEZNA;73;8804;7805;174;142;LINESTRING(14.5046 50.0640,14.5043 50.0644,14.5037 50.0649,14.5035 50.0650,14.5033 50.0651,14.5031 50.0652,14.5029 50.0653,14.5025 50.0653,14.5016 50.0655)
260;2409;ZABEHLICKA;75;16818;12012;339;187;LINESTRING(14.4803 50.0559,14.4790 50.0561)
261;2412;ZABEHLICKA;75;16818;12012;339;187;LINESTRING(14.4803 50.0559,14.4848 50.0554,14.4863 50.0551,14.4874 50.0548,14.4880 50.0547)
262;2413;ZABEHLICKA;75;17945;13498;473;289;LINESTRING(14.4896 50.0542,14.4880 50.0547)
263;2414;V KORYTECH;75;10485;6737;424;241;LINESTRING(14.4938 50.0567,14.4935 50.0558,14.4934 50.0557,14.4932 50.0556,14.4930 50.0554,14.4924 50.0552,14.4918 50.0550,14.4914 50.0549,14.4911 50.0548,14.4907 50.0548,14.4901 50.0545,14.4896 50.0542)
264;2419;V KORYTECH;75;17663;11694;895;603;LINESTRING(14.4938 50.0567,14.4935 50.0589,14.4935 50.0593,14.4936 50.0596,14.4937 50.0598)
265;2420;;75;19159;13028;760;562;LINESTRING(14.4945 50.0617,14.4944 50.0607,14.4944 50.0606,14.4941 50.0603,14.4938 50.0600,14.4937 50.0598)
266;2421;;98;18181;11431;785;514;LINESTRING(14.4927 50.0603,14.4937 50.0598)
267;2422;;98;8067;7031;235;165;LINESTRING(14.4945 50.0617,14.4927 50.0603)
268;2424;;98;9512;5350;528;407;LINESTRING(14.4973 50.0618,14.4945 50.0617)
269;2425;V KORYTECH;75;21112;16107;600;375;LINESTRING(14.4938 50.0676,14.4937 50.0673,14.4933 50.0668,14.4930 50.0663,14.4927 50.0659,14.4926 50.0656,14.4927 50.0654,14.4928 50.0652,14.4931 50.0650,14.4932 50.0649)
270;2427;PRACSKA;75;9884;9310;69;49;LINESTRING(14.4896 50.0542,14.4902 50.0530,14.4905 50.0530,14.4907 50.0529,14.4910 50.0529,14.4913 50.0529,14.4917 50.0529,14.4918 50.0530,14.4920 50.0532,14.4926 50.0534,14.4928 50.0534,14.4931 50.0534,14.4934 50.0534,14.4937 50.0533,14.4940 50.0532,14.4941 50.0532,14.4946 50.0529)
271;2429;PRACSKA;75;11837;10497;69;49;LINESTRING(14.5034 50.0531,14.5032 50.0531,14.5017 50.0531,14.5007 50.0532,14.5002 50.0533,14.4991 50.0534,14.4983 50.0534,14.4967 50.0531,14.4961 50.0526,14.4953 50.0527,14.4946 50.0529)
272;2430;PRACSKA;75;11481;9444;59;40;LINESTRING(14.5079 50.0533,14.5069 50.0530,14.5065 50.0529,14.5060 50.0529,14.5034 50.0531)
273;2432;PRACSKA;75;13176;10588;62;107;LINESTRING(14.5079 50.0533,14.5083 50.0534,14.5087 50.0535,14.5091 50.0536,14.5093 50.0536)
274;2434;PRACSKA;75;13991;12811;65;114;LINESTRING(14.5181 50.0543,14.5165 50.0542)
275;2440;;81;4034;2464;146;152;LINESTRING(14.5072 50.0602,14.5071 50.0596,14.5069 50.0593,14.5068 50.0590,14.5067 50.0589,14.5064 50.0588)
276;2444;CHODOVSKA;72;40808;36578;1416;1255;LINESTRING(14.4748 50.0527,14.4775 50.0513)
277;2447;BOHDALECKA;72;42212;37559;1382;1156;LINESTRING(14.4712 50.0570,14.4696 50.0606,14.4695 50.0614)
278;2520;NOVODVORSKA;72;16385;13641;248;105;LINESTRING(14.4494 50.0175,14.4511 50.0154)
279;2521;NOVODVORSKA;72;16895;14196;257;139;LINESTRING(14.4490 50.0179,14.4494 50.0175)
280;2556;;53;50843;54272;2121;8398;LINESTRING(14.4818 50.0486,14.4818 50.0487,14.4814 50.0490,14.4811 50.0492,14.4808 50.0493,14.4805 50.0495)
281;2557;SPORILOVSKA;53;46052;49977;1945;8208;LINESTRING(14.4818 50.0486,14.4832 50.0477,14.4844 50.0468,14.4853 50.0464,14.4858 50.0462,14.4865 50.0460,14.4873 50.0458,14.4878 50.0455,14.4884 50.0451,14.4887 50.0449,14.4890 50.0446,14.4892 50.0442,14.4893 50.0439,14.4894 50.0436,14.4894 50.0432)
282;2558;;53;40540;45647;1748;7993;LINESTRING(14.4882 50.0410,14.4887 50.0417,14.4892 50.0425,14.4893 50.0430,14.4894 50.0432)
283;2559;;53;18983;20093;830;961;LINESTRING(14.4882 50.0410,14.4881 50.0409,14.4880 50.0406,14.4879 50.0403,14.4878 50.0399,14.4878 50.0396)
284;2560;;96;20492;21093;998;1087;LINESTRING(14.4878 50.0396,14.4880 50.0391,14.4881 50.0385,14.4886 50.0378,14.4894 50.0370,14.4903 50.0363,14.4910 50.0355)
285;2562;;96;19224;24680;793;7007;LINESTRING(14.4893 50.0384,14.4889 50.0389,14.4887 50.0391,14.4885 50.0393,14.4884 50.0396,14.4883 50.0398,14.4882 50.0401,14.4882 50.0404,14.4881 50.0407,14.4882 50.0410)
286;2563;5.KVETNA;51;84831;76125;2894;8481;LINESTRING(14.4833 50.0402,14.4845 50.0400,14.4853 50.0398,14.4860 50.0396,14.4865 50.0395,14.4869 50.0393,14.4870 50.0393,14.4874 50.0391,14.4878 50.0389,14.4884 50.0386,14.4890 50.0383,14.4898 50.0376)
287;2564;;53;88773;82658;3369;13001;LINESTRING(14.4917 50.0350,14.4912 50.0360,14.4905 50.0370,14.4898 50.0376)
288;2565;DALNICE D1;16;116696;114920;5003;16617;LINESTRING(14.4933 50.0312,14.4934 50.0311,14.4939 50.0304,14.4948 50.0293,14.4956 50.0286,14.4964 50.0279,14.4972 50.0273,14.4982 50.0267,14.4993 50.0262,14.5015 50.0253,14.5037 50.0245,14.5063 50.0235)
289;2567;DALNICE D1;16;103157;110757;4744;16507;LINESTRING(14.5063 50.0235,14.5111 50.0216)
290;2568;DALNICE D1;16;107652;111309;5524;17047;LINESTRING(14.5111 50.0216,14.5215 50.0175,14.5273 50.0151)
291;2570;TURKOVA;72;22841;25057;779;1010;LINESTRING(14.4866 50.0411,14.4873 50.0412,14.4881 50.0412,14.4887 50.0411,14.4891 50.0409)
292;2572;TURKOVA;72;22900;25058;654;764;LINESTRING(14.4891 50.0409,14.4896 50.0407,14.4900 50.0404,14.4906 50.0395,14.4911 50.0390)
293;2573;TURKOVA;72;22246;24611;654;764;LINESTRING(14.4911 50.0390,14.4921 50.0382,14.4928 50.0377,14.4933 50.0373)
294;2574;;72;14964;16581;303;352;LINESTRING(14.4933 50.0373,14.4966 50.0353)
295;2576;TURKOVA;72;23635;23313;484;513;LINESTRING(14.4995 50.0335,14.4966 50.0353)
296;2577;TURKOVA;72;21252;21631;483;508;LINESTRING(14.4995 50.0335,14.5018 50.0325)
297;2581;;98;2472;2099;130;136;LINESTRING(14.4933 50.0373,14.4948 50.0361)
298;2582;;98;4965;6064;227;282;LINESTRING(14.4953 50.0364,14.4941 50.0370)
299;2583;;98;3111;2773;72;40;LINESTRING(14.4966 50.0353,14.4953 50.0364)
300;2584;;98;5560;3959;109;120;LINESTRING(14.4948 50.0361,14.4966 50.0353)
301;2585;;72;18456;17711;695;792;LINESTRING(14.4953 50.0364,14.4948 50.0361)
302;2586;MIROV. HNUTI;75;18183;18206;845;1013;LINESTRING(14.5012 50.0379,14.4993 50.0379,14.4993 50.0379)
303;2588;MIROV. HNUTI;75;15179;16348;765;971;LINESTRING(14.5107 50.0400,14.5097 50.0402,14.5084 50.0403,14.5073 50.0401,14.5065 50.0398,14.5060 50.0396)
304;2589;KE STACIRNE;75;11327;11896;242;338;LINESTRING(14.5107 50.0400,14.5087 50.0368)
305;2592;KE STACIRNE;75;12212;12224;243;340;LINESTRING(14.5087 50.0368,14.5080 50.0341)
306;2593;KE STACIRNE;75;14839;12332;320;409;LINESTRING(14.5073 50.0316,14.5078 50.0332,14.5080 50.0341)
307;2594;;72;15697;15627;518;507;LINESTRING(14.5073 50.0316,14.5070 50.0316,14.5067 50.0315,14.5063 50.0314)
308;2595;;72;16987;14974;498;517;LINESTRING(14.5063 50.0314,14.5063 50.0311,14.5066 50.0308,14.5069 50.0307,14.5071 50.0307)
309;2596;;72;15435;15788;524;489;LINESTRING(14.5071 50.0307,14.5074 50.0307,14.5077 50.0309,14.5078 50.0312)
310;2597;;72;14309;16175;520;481;LINESTRING(14.5078 50.0312,14.5077 50.0314,14.5075 50.0315,14.5073 50.0316)
311;2598;;81;6604;5885;102;210;LINESTRING(14.5052 50.0337,14.5080 50.0341)
312;2599;;81;7469;6144;92;112;LINESTRING(14.5052 50.0337,14.5021 50.0330,14.5019 50.0327,14.5018 50.0325)
313;2604;OPATOVSKA;72;34975;28251;936;1201;LINESTRING(14.5089 50.0239,14.5101 50.0240,14.5105 50.0240,14.5110 50.0242,14.5121 50.0246,14.5129 50.0249,14.5137 50.0251,14.5146 50.0252)
314;2606;OPATOVSKA;72;25344;18675;587;605;LINESTRING(14.5146 50.0252,14.5172 50.0255,14.5188 50.0257,14.5200 50.0258,14.5211 50.0261,14.5218 50.0265)
315;2607;OPATOVSKA;72;23881;17195;591;564;LINESTRING(14.5257 50.0292,14.5218 50.0265)
316;2608;OPATOVSKA;72;20475;17468;626;465;LINESTRING(14.5257 50.0292,14.5275 50.0304)
317;2610;OPATOVSKA;72;20475;14830;626;314;LINESTRING(14.5334 50.0315,14.5327 50.0311,14.5321 50.0310,14.5297 50.0308,14.5275 50.0304)
318;2611;OPATOVSKA;72;13249;11260;491;167;LINESTRING(14.5375 50.0339,14.5373 50.0337,14.5372 50.0336,14.5368 50.0334,14.5363 50.0333,14.5358 50.0331)
319;2614;MIROV. HNUTI;75;10648;10039;478;794;LINESTRING(14.5317 50.0354,14.5284 50.0358,14.5266 50.0362)
320;2615;MIROV. HNUTI;75;11973;11120;501;837;LINESTRING(14.5257 50.0364,14.5266 50.0362)
321;2616;MIROV. HNUTI;75;9515;10165;520;980;LINESTRING(14.5107 50.0400,14.5124 50.0396,14.5160 50.0393,14.5171 50.0392,14.5192 50.0388,14.5214 50.0381,14.5257 50.0364)
322;2617;;81;4378;3879;40;187;LINESTRING(14.5242 50.0359,14.5250 50.0361,14.5257 50.0364)
323;2618;;81;5420;4311;66;219;LINESTRING(14.5206 50.0356,14.5227 50.0356,14.5242 50.0359)
324;2619;;81;4954;3303;128;168;LINESTRING(14.5206 50.0356,14.5193 50.0357,14.5186 50.0356,14.5180 50.0356)
325;2621;;81;6439;4729;134;235;LINESTRING(14.5180 50.0356,14.5124 50.0344)
326;2624;;81;9961;7272;202;347;LINESTRING(14.5124 50.0344,14.5080 50.0341)
327;2625;TURKOVA;72;18607;20578;691;853;LINESTRING(14.4866 50.0411,14.4850 50.0409)
328;2627;;72;26556;27122;764;1008;LINESTRING(14.4850 50.0409,14.4828 50.0407)
329;2628;;99;8400;10739;402;390;LINESTRING(14.4828 50.0407,14.4807 50.0403)
330;2629;;72;18156;16383;362;618;LINESTRING(14.4815 50.0395,14.4828 50.0407)
331;2630;;98;2333;874;125;24;LINESTRING(14.4882 50.0410,14.4880 50.0408,14.4879 50.0407,14.4878 50.0406,14.4877 50.0405,14.4875 50.0405,14.4874 50.0404,14.4873 50.0404,14.4872 50.0404,14.4871 50.0405,14.4870 50.0405,14.4870 50.0405,14.4869 50.0405,14.4868 50.0406,14.4867 50.0406,14.4867 50.0406,14.4866 50.0407)
332;2631;;98;1509;1000;168;126;LINESTRING(14.4866 50.0407,14.4866 50.0406,14.4866 50.0405,14.4867 50.0405,14.4868 50.0404,14.4870 50.0403,14.4874 50.0401,14.4875 50.0400,14.4876 50.0400,14.4877 50.0399,14.4877 50.0398,14.4878 50.0396)
333;2637;LESANSKA;75;10002;9099;326;249;LINESTRING(14.4866 50.0411,14.4874 50.0417,14.4878 50.0419,14.4880 50.0420,14.4881 50.0422,14.4881 50.0423,14.4881 50.0424,14.4881 50.0426,14.4879 50.0428)
334;2639;SENOHRABSKA;75;14181;13662;506;783;LINESTRING(14.4891 50.0409,14.4897 50.0413,14.4902 50.0417,14.4905 50.0421)
335;2640;SENOHRABSKA;75;9058;9178;224;460;LINESTRING(14.4901 50.0433,14.4903 50.0428,14.4905 50.0423,14.4905 50.0421)
336;2641;;98;4729;4364;290;207;LINESTRING(14.4893 50.0384,14.4890 50.0390,14.4887 50.0395,14.4886 50.0398,14.4885 50.0400,14.4886 50.0402,14.4889 50.0407,14.4891 50.0409)
337;2642;;99;5511;4330;197;215;LINESTRING(14.4905 50.0421,14.4903 50.0422,14.4901 50.0423,14.4899 50.0424,14.4897 50.0425,14.4896 50.0427,14.4894 50.0432)
338;2643;;98;7949;6543;72;155;LINESTRING(14.4850 50.0409,14.4859 50.0408,14.4861 50.0408,14.4862 50.0406,14.4862 50.0405,14.4862 50.0404,14.4861 50.0403,14.4860 50.0402,14.4858 50.0401,14.4856 50.0401,14.4849 50.0401,14.4844 50.0401,14.4833 50.0402)
339;2644;;98;13318;13384;187;515;LINESTRING(14.4833 50.0402,14.4831 50.0397,14.4829 50.0393,14.4823 50.0392,14.4820 50.0392,14.4815 50.0395)
340;2646;RYSAVEHO;72;18112;15922;250;462;LINESTRING(14.4791 50.0382,14.4790 50.0379,14.4790 50.0378,14.4789 50.0376,14.4789 50.0374,14.4789 50.0372,14.4789 50.0369,14.4789 50.0368,14.4789 50.0366,14.4792 50.0362)
341;2650;RYSAVEHO;72;19368;17677;448;628;LINESTRING(14.4875 50.0328,14.4855 50.0333)
342;2651;;72;17029;15639;382;526;LINESTRING(14.4890 50.0329,14.4889 50.0330,14.4885 50.0331,14.4880 50.0331,14.4875 50.0328)
343;2652;;72;17573;16819;392;541;LINESTRING(14.4875 50.0328,14.4876 50.0325,14.4879 50.0322,14.4881 50.0322)
344;2653;;72;20131;18412;391;558;LINESTRING(14.4881 50.0322,14.4885 50.0322,14.4888 50.0324)
345;2654;;72;20672;18920;371;578;LINESTRING(14.4888 50.0324,14.4891 50.0326,14.4890 50.0329)
